burst,queue_size,rate,lost,error_lost,error_lost_abs,error_rate,error_rate_abs,actual_rate,rx_rate,traffic_ratio
150000,300000.0B,1720718.1336904354,0,0,0,-0.1396409331547823,0.1396409331547823,2028020.0,2000000,0.5
750,750000.0B,,0,0,0,,,77.8378,2000000,0.5
1500,262500.0B,2267594.8716378207,0,0,0,0.13379743581891038,0.13379743581891038,1975700.0,2000000,0.5
7500,225000.0B,2199830.3342046747,0,0,0,0.09991516710233735,0.09991516710233735,1891790.0,2000000,0.5
37500,9375.0B,2184401.481740473,0,0,0,0.09220074087023641,0.09220074087023641,1424020.0,2000000,0.5
150000,375000.0B,2138831.3757229764,0,0,0,0.0694156878614882,0.0694156878614882,2164490.0,2000000,0.5
750,225000.0B,,0,0,0,,,77.8378,2000000,0.5
1500,13125.0B,1933232.9226367176,0,0,0,-0.03338353868164122,0.03338353868164122,1458100.0,2000000,0.5
1500,375000.0B,2294613.6371078594,0,0,0,0.14730681855392969,0.14730681855392969,2090140.0,2000000,0.5
150000,1875.0B,3926286.234568484,0,0,0,0.9631431172842421,0.9631431172842421,1570890.0,2000000,0.5
150000,150000.0B,2154312.5576102347,0,0,0,0.07715627880511736,0.07715627880511736,1979640.0,2000000,0.5
150000,9375.0B,3689117.6132539273,0,0,0,0.8445588066269637,0.8445588066269637,1820370.0,2000000,0.5
37500,750000.0B,2339698.9822668093,0,0,0,0.16984949113340467,0.16984949113340467,2184420.0,2000000,0.5
150000,225000.0B,5632891.466952617,0,0,0,1.8164457334763087,1.8164457334763087,2018450.0,2000000,0.5
1500,225000.0B,2180583.652514906,0,0,0,0.09029182625745306,0.09029182625745306,1793270.0,2000000,0.5
750,3750.0B,,0,0,0,,,77.8378,2000000,0.5
37500,225000.0B,1916336.7439857717,0,0,0,-0.041831628007114166,0.041831628007114166,1977830.0,2000000,0.5
750,9375.0B,,0,0,0,,,77.8378,2000000,0.5
7500,75000.0B,2102787.950915011,0,0,0,0.051393975457505556,0.051393975457505556,1815660.0,2000000,0.5
1500,9375.0B,1894971.651652374,0,0,0,-0.05251417417381296,0.05251417417381296,1789950.0,2000000,0.5
7500,750.0B,,0,0,0,,,1920.0,2000000,0.5
750,150000.0B,,0,0,0,,,77.8378,2000000,0.5
150000,15000.0B,2660710.8148097238,0,0,0,0.33035540740486186,0.33035540740486186,1865070.0,2000000,0.5
7500,3750.0B,2232324.8794665975,0,0,0,0.11616243973329873,0.11616243973329873,1107480.0,2000000,0.5
7500,11250.0B,1977386.583976717,0,0,0,-0.011306708011641516,0.011306708011641516,1638350.0,2000000,0.5
750,75000.0B,,0,0,0,,,77.8378,2000000,0.5
7500,262500.0B,2268912.015128953,0,0,0,0.13445600756447645,0.13445600756447645,1976010.0,2000000,0.5
37500,7500.0B,2379317.492735718,0,0,0,0.18965874636785895,0.18965874636785895,1453000.0,2000000,0.5
150000,187500.0B,8830063.624470478,0,0,0,3.415031812235239,3.415031812235239,2015310.0,2000000,0.5
7500,13125.0B,1972171.2060850998,0,0,0,-0.01391439695745008,0.01391439695745008,1640650.0,2000000,0.5
1500,75000.0B,2103165.2798261466,0,0,0,0.051582639913073276,0.051582639913073276,1817560.0,2000000,0.5
750,7500.0B,,0,0,0,,,77.8378,2000000,0.5
150000,3750.0B,3894489.887668634,0,0,0,0.9472449438343169,0.9472449438343169,1591630.0,2000000,0.5
37500,15000.0B,1989605.8499673365,0,0,0,-0.005197075016331742,0.005197075016331742,1441940.0,2000000,0.5
7500,1875.0B,2041216.352697051,0,0,0,0.020608176348525447,0.020608176348525447,1392490.0,2000000,0.5
750,11250.0B,,0,0,0,,,77.8378,2000000,0.5
1500,150000.0B,2234802.1845939728,0,0,0,0.11740109229698638,0.11740109229698638,1812250.0,2000000,0.5
37500,187500.0B,1878403.0869914354,0,0,0,-0.06079845650428231,0.06079845650428231,1907170.0,2000000,0.5
1500,750000.0B,2382335.7067903196,0,0,0,0.19116785339515982,0.19116785339515982,2135970.0,2000000,0.5
150000,5625.0B,3808395.8838393446,0,0,0,0.9041979419196723,0.9041979419196723,1507690.0,2000000,0.5
7500,300000.0B,2268436.0629859245,0,0,0,0.13421803149296227,0.13421803149296227,2034590.0,2000000,0.5
150000,75000.0B,2272878.6096686674,0,0,0,0.13643930483433372,0.13643930483433372,1928980.0,2000000,0.5
1500,187500.0B,2036015.1344998193,0,0,0,0.018007567249909626,0.018007567249909626,1753470.0,2000000,0.5
37500,150000.0B,1852548.5348029716,0,0,0,-0.07372573259851418,0.07372573259851418,1893770.0,2000000,0.5
37500,750.0B,,0,0,0,,,1920.0,2000000,0.5
37500,11250.0B,2052919.6665569232,0,0,0,0.026459833278461593,0.026459833278461593,1535530.0,2000000,0.5
37500,5625.0B,2406213.9056290598,0,0,0,0.2031069528145299,0.2031069528145299,1344020.0,2000000,0.5
37500,3750.0B,2588794.675707784,0,0,0,0.294397337853892,0.294397337853892,1041700.0,2000000,0.5
37500,75000.0B,2537873.618561951,0,0,0,0.26893680928097546,0.26893680928097546,1856360.0,2000000,0.5
7500,750000.0B,2387002.3788650497,0,0,0,0.19350118943252484,0.19350118943252484,2141050.0,2000000,0.5
37500,300000.0B,2194113.0284756427,0,0,0,0.09705651423782133,0.09705651423782133,2049840.0,2000000,0.5
37500,1875.0B,2479802.9066705345,0,0,0,0.23990145333526725,0.23990145333526725,1233980.0,2000000,0.5
1500,7500.0B,2066825.9039033337,0,0,0,0.03341295195166685,0.03341295195166685,1510880.0,2000000,0.5
7500,7500.0B,2070667.6172245876,0,0,0,0.03533380861229379,0.03533380861229379,1138850.0,2000000,0.5
37500,262500.0B,1820081.9320489522,0,0,0,-0.08995903397552389,0.08995903397552389,2155620.0,2000000,0.5
150000,11250.0B,2690281.573569363,0,0,0,0.3451407867846815,0.3451407867846815,1743650.0,2000000,0.5
750,300000.0B,,0,0,0,,,77.8378,2000000,0.5
150000,13125.0B,2584448.199029609,0,0,0,0.29222409951480455,0.29222409951480455,1760260.0,2000000,0.5
1500,300000.0B,2300252.603810713,0,0,0,0.15012630190535659,0.15012630190535659,2033820.0,2000000,0.5
150000,7500.0B,3752464.4031255087,0,0,0,0.8762322015627544,0.8762322015627544,1569990.0,2000000,0.5
37500,13125.0B,1962395.5215631463,0,0,0,-0.01880223921842687,0.01880223921842687,1509810.0,2000000,0.5
1500,750.0B,,0,0,0,,,1462.34,2000000,0.5
1500,15000.0B,1949868.5840872207,0,0,0,-0.02506570795638964,0.02506570795638964,1600740.0,2000000,0.5
750,750.0B,,0,0,0,,,730.09,2000000,0.5
750,15000.0B,,0,0,0,,,77.8378,2000000,0.5
1500,3750.0B,1759267.1300904127,0,0,0,-0.12036643495479366,0.12036643495479366,1297640.0,2000000,0.5
750,375000.0B,,0,0,0,,,77.8378,2000000,0.5
7500,5625.0B,2104799.2865694184,0,0,0,0.05239964328470919,0.05239964328470919,1246380.0,2000000,0.5
7500,150000.0B,2286673.40945198,0,0,0,0.14333670472599008,0.14333670472599008,1784200.0,2000000,0.5
1500,5625.0B,2021831.8077996525,0,0,0,0.010915903899826225,0.010915903899826225,1400340.0,2000000,0.5
7500,187500.0B,2311833.0984093845,0,0,0,0.15591654920469225,0.15591654920469225,1815240.0,2000000,0.5
1500,11250.0B,1941492.8933856124,0,0,0,-0.029253553307193796,0.029253553307193796,1531530.0,2000000,0.5
150000,262500.0B,1701078.964029517,0,0,0,-0.1494605179852415,0.1494605179852415,2020660.0,2000000,0.5
750,13125.0B,,0,0,0,,,77.8378,2000000,0.5
750,1875.0B,,0,0,0,,,77.8378,2000000,0.5
150000,750.0B,,0,0,0,,,1920.0,2000000,0.5
1500,1875.0B,847232.9428370409,0,0,0,-0.5763835285814796,0.5763835285814796,462123.0,2000000,0.5
750,262500.0B,,0,0,0,,,77.8378,2000000,0.5
750,5625.0B,,0,0,0,,,77.8378,2000000,0.5
7500,15000.0B,1925038.4926002922,0,0,0,-0.0374807536998539,0.0374807536998539,1619910.0,2000000,0.5
7500,9375.0B,2008523.9558046309,0,0,0,0.00426197790231544,0.00426197790231544,1426210.0,2000000,0.5
750,187500.0B,,0,0,0,,,77.8378,2000000,0.5
7500,375000.0B,2312278.517387552,0,0,0,0.1561392586937761,0.1561392586937761,2096490.0,2000000,0.5
150000,750000.0B,2278699.0601520473,0,0,0,0.13934953007602366,0.13934953007602366,2328340.0,2000000,0.5
37500,375000.0B,2235908.860601804,0,0,0,0.11795443030090211,0.11795443030090211,2139620.0,2000000,0.5
