burst,queue_size,rate,lost,error_lost,error_lost_abs,error_rate,error_rate_abs,actual_rate,rx_rate
750,1875.0B,6891.981444665342,21,0,0,-0.7592592592592592,0.7592592592592592,77.8378,28628.23061630219
750,11250.0B,6891.981444665342,21,0,0,-0.7592592592592592,0.7592592592592592,77.8378,28628.23061630219
37500,75000.0B,2000000.0000000722,77,0,0,0.08562089059175125,0.08562089059175125,1686420.0,1842263.7380438675
7500,1875.0B,14854805.725972533,86,0,0,11.316075318418026,11.316075318418026,1092900.0,1206131.4454417126
37500,750.0B,3569665.799316956,19,0,0,5.889093202229092,5.889093202229092,1920.0,518161.92560175055
750,7500.0B,6891.981444665342,21,0,0,-0.7592592592592592,0.7592592592592592,77.8378,28628.23061630219
1500,225000.0B,2000000.0000000722,0,0,0,0.00534364475825781,0.00534364475825781,1892250.0,1989369.5160135883
7500,3750.0B,6370225.429048821,81,0,0,3.107866734483994,3.107866734483994,1406290.0,1550738.093710095
1500,375000.0B,2000000.0000000722,0,0,0,0.00534364475825781,0.00534364475825781,1892250.0,1989369.5160135883
750,300000.0B,6891.981444665342,21,0,0,-0.7592592592592592,0.7592592592592592,77.8378,28628.23061630219
750,3750.0B,6891.981444665342,21,0,0,-0.7592592592592592,0.7592592592592592,77.8378,28628.23061630219
37500,5625.0B,9983361.064890623,154,0,0,5.5631913489382505,5.5631913489382505,1390100.0,1521113.820109125
150000,375000.0B,2036839.4044454563,0,0,0,-0.030952543959619848,0.030952543959619848,2000090.0,2101898.5104900594
37500,7500.0B,14983666.06168874,134,0,0,10.123809027672397,10.123809027672397,1225740.0,1346990.587883546
150000,5625.0B,19714285.714266,310,0,0,11.406550769135949,11.406550769135949,1441530.0,1589022.2900074422
750,13125.0B,6891.981444665342,21,0,0,-0.7592592592592592,0.7592592592592592,77.8378,28628.23061630219
37500,187500.0B,2015164.279696254,0,0,0,-0.0007937397842321185,0.0007937397842321185,1918840.0,2016765.0663648774
37500,750000.0B,2015164.279696254,0,0,0,-0.0007937397842321185,0.0007937397842321185,1918840.0,2016765.0663648774
150000,75000.0B,2077355.454319008,104,0,0,0.028132259324163723,0.028132259324163723,1860280.0,2020513.8351407673
1500,150000.0B,2000000.0000000722,0,0,0,0.00534364475825781,0.00534364475825781,1892250.0,1989369.5160135883
150000,300000.0B,2036839.4044454563,0,0,0,-0.030952543959619848,0.030952543959619848,2000090.0,2101898.5104900594
37500,375000.0B,2015164.279696254,0,0,0,-0.0007937397842321185,0.0007937397842321185,1918840.0,2016765.0663648774
750,9375.0B,6891.981444665342,21,0,0,-0.7592592592592592,0.7592592592592592,77.8378,28628.23061630219
37500,13125.0B,2074074.074074132,142,0,0,0.18674109754130125,0.18674109754130125,1589030.0,1747705.6102390096
150000,11250.0B,9983361.064890623,289,0,0,4.063790539931957,4.063790539931957,1792320.0,1971519.3561352897
150000,750000.0B,2036839.4044454563,0,0,0,-0.030952543959619848,0.030952543959619848,2000090.0,2101898.5104900594
1500,75000.0B,1999999.999999924,53,0,0,0.1255942038294972,0.1255942038294972,1840000.0,1776839.2847044903
1500,7500.0B,1999999.999999924,80,0,0,0.21465513209174775,0.21465513209174775,1494650.0,1646557.8971009988
7500,262500.0B,2000000.0000000722,0,0,0,0.0030550797407033945,0.0030550797407033945,1897590.0,1993908.4506875593
